COMMON NAME,Inventory Number,Featured Images,Scientific name ,Nomenclature adopted by Austrian scientists,Collection date,MAIN PLACES,Collection place,Dimension,Indice IUCN,Links, Subject ,Class,Owner,References,State of preservation,spline-code,COORDINATES DD,COORDINATES DMS,Description,Notes,latitude,longitude
Hall's giant-petrel/Ossifraga del Sud,A1903,https://globalsearoutes.net/wp-content/uploads/2024/05/A-01903.jpg,"Macronectes giganteus (Gmelin, JF 1789)",Procellaria gigantea Gmel.,11 September 1857,ATLANTIC OCEAN,"Atlantic Ocean, near the islands of St. Paul 31° 40' South and 12° 41' West",57x42x46 cm,lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C1706A8B,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 144

J. F. Gmelin (ed. by), Systema Naturae per regna tria naturae, etc., Lipsiae [Leipzig], impensis Georg. Emanuel. Beer, 1788-1793, ed. 13, 3 vols., vol. I, pt. 2, p. 563

 ",mediocre,,"-31.666667, -12.683333","31°40'00.0""S 12°41'00.0""W","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""Procellaria gigantea Gmel.
Atlantic Ocean, between Rio de Janeiro and the Cape, Indian Ocean near S.Paolo
Female killed on 11 September 1857 at 31° 40' South and 12° 41' West by Baron Wullerstorf. Iris yellow/light sulphur. Light greenish beak. Legs lead grey 2' 7"", flight distance 5' 5"" ½
Zelebor."" (p.144)",,-31.666667,-12.683333
Hooded Berryeater/Cotinga dal cappuccio,A3427,https://globalsearoutes.net/wp-content/uploads/2024/04/A-03427-1.jpg,"Carpornis cucullata (Swainson, WJ 1821)",unknown,unknown,RIO DE JANEIRO,Probably Brazil ,"22x17x22,5 cm",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CCD58E2A,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"W. Swainson, Zoological illustrations, or, Original figures and descriptions of new, rare, or interesting animals : selected chiefly from the classes of ornithology, entomology, and conchology, and arranged on the principles of Cuvier and other modern zoologists, London, Printed by R. and A. Taylor for Baldwin, Cradock, and Joy; and W. Wood, 1820-1823, 3 vols., vol. I, pl. 37 et seq",good ,gsa3427-7311b102a9040f5c259818e47c952854/,"-22.959444, -43.277778",22°57′34″S 43°16′40″W,"It was not possible to identify this specimen within the Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"".","Since the exact location of the find is not known, the location was assumed based on the animal's range and the routes taken from the travel report. ",-22.959444,-43.277778
Horseshoe Snake/Colubro ferro di cavallo,E1567,https://globalsearoutes.net/wp-content/uploads/2024/05/E-1567-1.jpg,"Hemorrhois hippocrepis (Linnaeus, 1758)",Zamenis ventrimaculatus Gray ,unknown,MADRAS,"Spiti valley, India ",ø 5.5x18.5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Hemorrhois&species=hippocrepis&search_param=%28%29,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p.65

C. von Linnè, Systema Naturae per Regna Tria Naturae, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis,Holmiae, Imprensis Laurentii Salvii, 1758, p. 824 ",good ,,"32.246944, 78.052222","32°14'49.0""N 78°03'08.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""Art ZAMENIS VENTRIMACULATUS Gray.
Syn. Goluber ventrimaculatus Gray, Hardw. Illustr. Ind. Zool. Vol. II, pl. 80, fig. 1. — Goluber diadema Blyth, Jour. As. Soc. Beug. XXIII (1855), p. 291. — Zamenis ventrimaculatus Günth., Rept. Brit. Ind. p. 253; Gat. Golubr. Snak. Brit. Mus. var. A. p. 106. A specimen from the Spiti River valley at an altitude of approximately 10,000 feet, by Dr. Stolička"". (p. 65)",,32.246944,78.052222
Hudsonian Curlew/Chiurlo dell'Hudson,A2035,https://globalsearoutes.net/wp-content/uploads/2024/06/A-02035.jpg,"Numenius hudsonicus hudsonicus Latham, J 1790", Numenius Hudsonius Lath,April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",22x28x22cm,lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E4E2CEA3,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"J. Lathman, Index ornithologicus, sive, Systema ornithologiae : complectens avium divisionem in classes, ordines, genera, species, ipsarumque varietates : adjectis synonymis, locis, descriptionibus, Londini Sumptibus authoris, 1790, p. 712

Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 1288",good ,,"-33.437833, -70.650333","33°26'16.2""S 70°39'01.2""W","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""The specimen purchased by Mr Germain was marked F. Chiloe Dec. 1857. Brown beak, legs and irises"". (p.128)",,-33.437833,-70.650333
Indian three-banded skink/Scinco indiano a tre fasce,E1117,https://globalsearoutes.net/wp-content/uploads/2024/05/E-1117new.jpg,"Eutropis trivittata  (Hardwicke & Gray, 1827)",Eurprepes Petersii  nov.spec,September-October 1858,MADRAS,"Chamba and Kanga, India",12x4.5x15 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Eutropis&species=trivittata,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p. 43

T.Hardwicke, J.E. Gray, A synopsis of the species of saurian reptiles, collected in India by Major-General Hardwicke, Zoological Journal, London, 1827,pp. 213-229",good,,"32.148250, 76.418556","32°08'53.7""N 76°25'06.8""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""Upper part of the body brown, back with a central yellow band and a lateral yellow paired band, bordered on the sides by a sharp line or longitudinal row of black spots. Sometimes there are narrow, irregular transverse bands on the back, formed by small black spots. The sides of the body are blackish brown and decorated in greater or lesser numbers with light, round spots, surrounded more or less completely by a black ring, or spotted with black at the edges. A black and light yellow line below the lower edge of the area. Sometimes the yellow median line of the back is missing.
This species is closely related to Euprepes monticola Günth., but differs from the latter in a very characteristic way by the presence of a transparent disc on the lower eyelid.
Three specimens of Chamba and Kangna by Dr. Stoli"" (p. 43)",,32.14825,76.418556
Island imperial-pigeon/Piccione imperiale delle isole,A1568,https://globalsearoutes.net/wp-content/uploads/2024/05/A-01568.jpg,"Ducula pistrinaria pistrinaria Bonaparte, CLJL 1855",Carpophaga Aenea var. Nicobarica,23 February – 26 March 1858,NICOBAR ISLANDS,"Nangkauri port, Nicobar Islands",33x33x35cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=90AB2E25,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 105.

Ch.-L. Bonaparte, Conspectus generum avium, Lugduni Batavorum [Leiden], Apud E.J. Brill, 1850-1865, 3 vols., vol. 2, p.36",good ,,"9.167000, 92.750000","9°10'01.2""N 92°45'00.0""E","From the Reise der Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"": ""A male was shot on 7 March in the neighbourhood of Itoe village, near the anchorage in Nangkauri harbour, by Baron Wüllerstorf, a second in Nangkauri by Mr Zelebor. Iris blood-red, beak light yellow-grey, dark lead-grey at extremity, feet red-purple, grey-yellow at base. Total length 16"" 9""', flight distance 2' 4 1/2"". These pigeons are not uncommon and are widespread throughout the Nicobar Islands. In February they were still present in large flocks in the forests, where there are many fruit trees of the genera Prunus and Myristica. Later, in March, they were more scattered in pairs and often emitted their deep and extended u-uh-ruh-uh call. Only plant fruits were found in their stomachs. The Nicobar people call this pigeon Tamuh; some say Mumu. Zlbr. [Zelebor]"" (p. 105).",,9.167,92.75
Javan or large cuckooshrike/Averla cuculo maggiore,A3479,https://globalsearoutes.net/wp-content/uploads/2024/05/A-03479.jpg,"Coracina [javensis or macei] (Horsfield, T 1821)",Graculus javanicus (Horsf) ,5-29 May 1858,JAVA,"Java, Indonesia","26x21,5x28,5 cm",lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D0F7B5C5,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 159

T. Horsfield, A systematic arrangement and description of birds from the island of Java in ""Transactions of the Linnean Society of London XIII"", Printed by Richard Taylor, London, 1821, p. 145",good,,"-7.502778, 111.263056","7°30'10.0""S 111°15'47.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""GRACULUS JAVANICUS (Horsf)

Giava"" (p. 159)",,-7.502778,111.263056
Lichtenstein's Green Racer/Corridore verde di Lichtenstein ,E1384,https://globalsearoutes.net/wp-content/uploads/2024/06/E-1384.jpg,"Philodryas olfersii (Lichtenstein, 1823)",Philodryas Olfersii spec. Lichtenst. ,August 1857,RIO DE JANEIRO,"Rio de Janeiro, Brazil ",ø 7.5x24.5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Philodryas&species=olfersii,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", p. 70

H. Lichtenstein, Verzeichniss der Doubletten des Zoologischen Museums der Königl. Universität zu Berlin : nebst Beschreibung vieler bisher unbekannter Arten von Säugethieren, Vögeln, Amphibien und Fischen, Berlin, In Commission bei T. Trautwein, 1823, p. 118",good ,,"-22.959444, -43.277778",22°57′34″S 43°16′40″W,"From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""A specimen from Brazil"". (p. 70)",,-22.959444,-43.277778
Long-tailed Meadowlark/Sturnella allodola codalunga,A1410,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01410.jpg,"Leistes loyca loyca (Molina, GI 1782)",Sturnella loyca (Mol.),April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",24x22x24 cm ,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3F63347E,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 89.

J. I. Molina, Saggio sulla storia naturale del Chili, Bologna : Nella Stamperia di S. Tommaso d'Aquino, 1782, p. 254, 345.

A. R. Zotta, ""Una nueva subespecie de Pecho Colorado Pezites militaris catamarcanus, subsp. nov."" in El Hornero, vol. 6/n. 3, 1937, pp. 449-454..",good,gsa1410-b712b81fc206dedf586badf4e5584b4a,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""Chile (Dr. Segeth, H. Zelebor) ",,44.314833,9.320917
Long-tailed Parakeet/Parrocchetto codalunga,A1492,https://globalsearoutes.net/wp-content/uploads/2024/01/psittacula-longicauda-nicobarica-.jpg,"Psittacula longicauda nicobarica (Gould, J 1857)",Palaeornis nicobaricus Gould,February and March 1858,NICOBAR ISLANDS,"Nicobar Islands, Ulala Bay on Kamorta, Kar Nicobar",24x35x28 cm,Vulnerable,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0A02737A,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", pp. 97-98.

J. Gould, The Birds of Asia, London, Printed by Taylor and Francis, published by the author, 1850-1883, 7 vols., vol. VI, pl. 6, p. 7..",good,untitled-cc2f9c65e1881c4a6c0a33b5bcca884b,"9.167000, 92.750000","9°10'01.2""N 92°45'00.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""The following specimens were shot in February and March 1858:

A female on 8 March in Ulala Bay on Kamorta by Baron Wüllerstorf.
One male by Baron Pöckh.
One female on Kar Nicobar by Frigate Lieutenant Count Kielmannsegge.
One female by Mr Bordcommissär Basso.
One young male and one female by Mr Schiffsfähnrich Jacobi.
One female and one specimen without designation of sex by Mr Zelebor.
A male shot on 24 February in the Koko forest in the southern gorge of Kar Nicobar showed the iris white, the bill blood-red above, black below, the feet lead-grey, yellow on the horny shields. Total length 18"", wingspan 22"". –– Much more common than Palaeornis caniceps, and widespread over all the islands of the Nicobar group. The Nicobarese keep these parrots on perches in their huts and feed them a mash of grated coconut and the like. Zlbr. [Zelebor]"" (pp. 97-98)",,9.167,92.75
Magellan goose/Oca di Magellano,A1975,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01975.jpg,"Chloephaga picta (Gmelin, JF 1789)",Bernicla dispar Philippi et Landbeck,April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",40x27x48 cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=74FC5DAB02BDF076,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 137

J. F. Gmelin (ed. by), Systema Naturae per regna tria naturae, etc., Lipsiae [Leipzig], impensis Georg. Emanuel. Beer, 1788-1793, ed. 13, 3 vols., vol. I, pt. 2, p. 504",good,gsa1975-873e3d2658a0b79fe919ba1df74d78f4/,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":
""One specimen agrees with the description of the male given by Philippi and Landbeck, except that all tail feathers are without white, as is also the case with the individual in the British museum (Ibis 1864, 122). A female bird brought back from Novara may also belong to B. dispar"" (p. 137).",,44.314833,9.320917
Military ground snake/Serpente terrestre militare,E1535,https://globalsearoutes.net/wp-content/uploads/2024/05/E-1535new.jpg,"Erythrolamprus miliaris merremi (Wied, 1821)",Liophis poecilogyrus Jan,5-31 August 1857,RIO DE JANEIRO,"Montevideo, Brazil ",ø 7x26.5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Erythrolamprus&species=miliaris,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, F. Steindachner, ""Reptilien"", pp.63-64

M. Wied-Neuwied, Reise nach Brasilien in den Jahren 1815 bis 1817, Heinrich Ludwig Bronner, Frankfurt, 1821, vol. 2, p. ",good ,,"-22.959444, -43.277778",22°57′34″S 43°16′40″W,"From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""LIOPHIS POECILOGYRUS Neuw. Jan.
Syn. Coluber poecilogyrus et doliatusd Pr. v. Neuwied, Beitr. u. Abbild. zur Naturgesch. v. Brasilien, p. 371, pl. fig. 2-3; Jan, Enum. sist. Coronell. p. 291, Icon. gén. Ophid. livr. 17, pl. 6. Liophis Merremii Dum. Bibr. part., Erpét. gén. t. VII, p. 708. Liophis Merremii part. Günther, Catal. Colubr. Snak. Brit. Mus. p. 44. - Opheomor- phus poecilogyrus Fitz., Ausb. p. 407.

Two specimens from Brazil, two from Montevideo (gift of the author) correspond exactly to the illustration of adult Coluber poecilogyrus provided by Archduke Maximilian, which Prof. Jan separates as a different species from L. Meremii, while Dumeril, Bibron, Günther Coluber poecilogyrus and Meremii Wied, only as varieties of the same species"". (pp.63-64)",,-22.959444,-43.277778
Mole Snake/Serpente talpa,E1533,https://globalsearoutes.net/wp-content/uploads/2024/07/E-1533.jpg,"Pseudaspis cana (Linnaeus, 1758)",Coronella cana Linn.,2-26 October 1857,CAPE COLONY,"Cape of Good Hope, South Africa",ø 7x22.5 cm ,lower risk,https://reptile-database.reptarium.cz/species?genus=Pseudaspis&species=cana,Zoology,Reptiles,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 148 

 Nouveau recueil de planches coloriées d'oiseaux : pour servir de suite et de complément aux planches enluminées de Buffon, Strasbourgh, Chez Legras Imbert et Comp, 1838, p. 456                                                           ",good,,"-34.358056, 18.475556","34°21'29.0""S 18°28'32.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, 1. Band: Wirbelthiere, F. Steindachner, ""Reptilien"":

""A specimen from the Cape of Good Hope"" (p. 63)",,-34.358056,18.475556
Nicobar parakeet/Parrocchetto delle Nicobare,A3256,https://globalsearoutes.net/wp-content/uploads/2024/07/A-03256-1.jpg,"Psittacula caniceps (Blyth, E1846)",Palaeornis Caniceps Blyth,February and March 1858,NICOBAR ISLANDS,Nicobar Islands,"41x19,5x42 cm ",Near Threatened,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3BC383B0,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 98

Blyth Edward, The journal of the Asiatic Society of Bengal, Calcutta, Bishop's College Press, 1846 p. 23",good,,"7.215000, 93.715000","7°12'54.0""N 93°42'54.0""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":

""An individual was caught in March by Purser Basso off the island of Kondul. Red-yellow iris. A female was brought on board alive from the island of Gran Nicobar. A rare and shy bird from the two islands of Kondul and Gran Nicobar, where it resides in the highest treetops. The inhabitants of Nicobar call it, like the previous species, Taleka. Zelebor.
The aforementioned female of Gran Nicobar, whose sex was confirmed by examination, has a red upper beak. This beak colouration seems to be common to older individuals of both sexes."" (p. 98)",,7.215,93.715
Nicobar treeshrew/Tupaia nicobarica,M837,https://globalsearoutes.net/wp-content/uploads/2024/07/M-0837a.jpg,"Tupaia nicobarica  (Zelebor, 1869)",Cladobates Nicobaricus  nov. sp.,February – March 1858,NICOBAR ISLANDS,Nicobar Islands,not specified,Endangered ,https://animalia.bio/it/nicobar-treeshrew,Zoology,Mammal,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, J.Zelebor, ""Säugetiere"", pp. 16-17-18",,,"7.097250, 93.778556","7°05'50.1""N 93°46'42.8""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, J.Zelebor, ""Säugetiere"":

""In shape and size, this species is very similar to Cladobates ferrugineus, from which it can be immediately distinguished by its different colouring and its much longer, shorter and more cylindrical tail. Dark brown iris. The dark rust-brown colour of the top of the head starts with a pointed wedge-shaped spot on the back of the snout and is divided into a wide band on each side of the occiput that runs along the neck and the front of the back, while an ochre-coloured band originating in the occiput extends over the neck and the middle of the front of the back. The entire back is shiny black, extending to the base of the tail. The muzzle, the sides of the head, the entire ventral side of the animal, as well as the forelimbs are ochre in colour, with the middle of the belly and the inner side of the forelimbs appearing lighter; the hind limbs are dark brown both on the outside and on the back. The tail is dark russet brown with purplish highlights, blacker at the base. The claws of the toes are slightly smaller than those of the feet, which immediately distinguishes this species from Cladobates tana. Cladobates ferrugineus is also closest to the earlier species in the formation of the teeth and skull. However, Cladobates nicobaricus differs slightly: 1. in the simpler, almost cuspless structure of the upper penultimate molar and the lower last molar; 2. from the small development of the fossa outside the zygomatic process of the upper jaw and 3. from the much more developed angle and ascending part of the lower jaw. This shrew, which is found in all the larger Nicobar Islands, but most frequently in the Grand Nicobar, cries ‘Danh-Danh’ very often and with a long, drawling accent when disturbed or chased. One specimen in alcohol, one skeleton and four stuffed specimens"". (pp.16-17-18)",,7.09725,93.778556
Pied or White Imperial-Pigeon/Piccione imperiale bianco,A1570,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01570.jpg,"Ducula bicolor (Scopoli, GA 1786) ",Carpophaga bicolor (Scop.),March 1858,NICOBAR ISLANDS,"Island of Kamorta and Treis island, Nicobar Islands","33x22,5x33 cm",Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FCDE565D,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 107.

G. A. Scopoli, Deliciae florae et faunae Insubricae etc., Ticini [Pavia] : Ex Typographia Reg. & Imp. Monasterii S. Salvatoris. Praesidib. Rei litter. permittentibus, 1786-1788, 3 vols., vol. II, p. 94",good,gsa1570-a093dcfd7d544f0bc1e832ec0aa1c081/,"8.172878, 93.481478","8° 10′ 22.36″ N, 93° 28′ 53.32″ E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""In a male shot on 11 March on the island of Kamorta by Baron Pöckh, the eyes were black, the eye rings lead grey, the beak black at the tip, lead grey towards the root. Total length 14 1/2"", flight distance 2' 3 1/2"". A female was killed on 17 March by Baron Wüllerstorf on Treis Island. - A generally rare and very elusive pigeon. Present in large numbers only on the island of Treis. The Nicobar people call them Hagiol. Seeds and red fruits have been found in the stomach. Zlbr [Zelebor]. Some other specimens were collected by Baron Pöckh and Mr Zelebor."" (p. 107).",,8.172878,93.481478
Pied Plover/Pavoncella del Cile,A1986,https://globalsearoutes.net/wp-content/uploads/2024/04/A-01986.jpg,"Hoploxypterus cayanus (Latham, J 1790)",Vanellus cayennensis (Gmel.),April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",22x12x31 cm,Lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FC943B05,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 115.

J. F. Gmelin (ed. by), Systema Naturae per regna tria naturae, etc., Lipsiae [Leipzig], impensis Georg. Emanuel. Beer, 1788-1793, ed. 13, 3 vols., vol. I, pt. 2, p. 706.

J. Latham, Index ornithologicus, etc., Londini [London], Sumptibus authoris, 1790, 2 vols., vol. II, p. 749.

F. A. L. Thienemann, Zur Fortpflanzungsgeschichte der gesammten Vögel : Ausgearbeitet in den Jahren 1845 bis 1854 ; Einhundert Tafeln colorirter Abbildungen von Vogeleiern, Dresden, 1856, pl. LVIII, fig. 7.",good,gs1858-f9f3447d1b2c31c3f64effbb25b469b0/,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":""One specimen is in the juvenile stage. The egg we brought with us is considerably larger than the one illustrated by Thienemann (Fortpflanzungsgesch. t. 58, Fig. 7). Its length is 2"" 3"", its width 19'''"" (p. 115).",,44.314833,9.320917
Red shoveler/Mestolone rosso,A3020,https://globalsearoutes.net/wp-content/uploads/2024/07/A-03020a.jpg,"Spatula platalea (Vieillot, LJP 1816)",Spatula maculata Gould.,April - May 1859,VALPARAISO (CHILE),"Valparaiso, Chile ",not specified,lower risk,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CEFACC86,Zoology,Birds,Civico Museo di Storia Naturale di Trieste,"Reise der österreichischen Fregatte Novara um die Erde: in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair. Zoologischer Theil, 1. Band: Wirbelthiere, Wien, Aus der Kaiserlich-Königlichen Hof- und Staatsdruckerei, 1869, A. Pelzeln, ""Vögel"", p. 139 

Nouveau dictionnaire d'histoire naturelle, appliquée aux arts, à l'agriculture, à l'économie rurale et domestique, à la médecine, etc., Paris, Chez Deterville, 1816-1819, ed. 21, 36 vols., vol. XXI, p. 157",good ,,"44.314833, 9.320917","44°18'53.4""N 9°19'15.3""E","From the Reise der österreichischen Fregatte Novara [...] Zoologischer Theil, A. Pelzeln, ""Vögel"":"" SPATULA MACULTA Gould, Chile (Dr. Segeth)""",,44.314833,9.320917
